classical,qsvm
0.7789855072463768,0.7681159420289855
0.8007246376811594,0.8115942028985508
0.7717391304347826,0.7681159420289855
0.7789855072463768,0.7789855072463768
0.8043478260869565,0.8152173913043478
0.8115942028985508,0.8152173913043478
0.7934782608695652,0.8007246376811594
0.7898550724637681,0.782608695652174
0.7898550724637681,0.8007246376811594
0.8369565217391305,0.7971014492753623
0.7862318840579711,0.7898550724637681
0.8405797101449275,0.8405797101449275
0.782608695652174,0.75
0.7536231884057971,0.75
0.7971014492753623,0.782608695652174
0.8007246376811594,0.7898550724637681
0.8478260869565217,0.8152173913043478
0.8043478260869565,0.8007246376811594
0.8007246376811594,0.7898550724637681
0.8188405797101449,0.8043478260869565
0.7898550724637681,0.782608695652174
0.8260869565217391,0.7934782608695652
0.8297101449275363,0.8115942028985508
0.8115942028985508,0.7934782608695652
0.7934782608695652,0.7572463768115942
0.8007246376811594,0.7789855072463768
0.8115942028985508,0.8043478260869565
0.7934782608695652,0.7971014492753623
0.8297101449275363,0.8115942028985508
0.7753623188405797,0.7681159420289855
0.7971014492753623,0.8260869565217391
0.7862318840579711,0.7898550724637681
0.7717391304347826,0.7862318840579711
0.7644927536231884,0.7572463768115942
0.7934782608695652,0.7717391304347826
0.782608695652174,0.7898550724637681
0.8405797101449275,0.822463768115942
0.8188405797101449,0.7862318840579711
0.7898550724637681,0.7789855072463768
0.8007246376811594,0.8369565217391305
0.8188405797101449,0.7971014492753623
0.7862318840579711,0.8079710144927537
0.8297101449275363,0.8514492753623188
0.75,0.7717391304347826
0.7572463768115942,0.7572463768115942
0.8007246376811594,0.7971014492753623
0.8079710144927537,0.8260869565217391
0.7536231884057971,0.7789855072463768
0.822463768115942,0.8079710144927537
0.8152173913043478,0.7971014492753623
0.8152173913043478,0.8007246376811594
0.8043478260869565,0.7862318840579711
0.7898550724637681,0.8152173913043478
0.8115942028985508,0.7898550724637681
0.7898550724637681,0.7862318840579711
0.7753623188405797,0.7934782608695652
0.7971014492753623,0.822463768115942
0.7898550724637681,0.7934782608695652
0.8369565217391305,0.8297101449275363
0.8079710144927537,0.7681159420289855
0.8007246376811594,0.8007246376811594
0.8079710144927537,0.8007246376811594
0.7681159420289855,0.7572463768115942
0.8115942028985508,0.8333333333333334
0.7971014492753623,0.7862318840579711
0.822463768115942,0.8152173913043478
0.7971014492753623,0.7862318840579711
0.8079710144927537,0.7681159420289855
0.8115942028985508,0.8007246376811594
0.8297101449275363,0.8007246376811594
0.7898550724637681,0.7789855072463768
0.8188405797101449,0.8079710144927537
0.8007246376811594,0.7934782608695652
0.7971014492753623,0.8079710144927537
0.8043478260869565,0.7971014492753623
0.8405797101449275,0.8333333333333334
0.8115942028985508,0.8369565217391305
0.7789855072463768,0.7934782608695652
0.7971014492753623,0.7862318840579711
0.7971014492753623,0.7934782608695652
0.8188405797101449,0.7934782608695652
0.7898550724637681,0.7862318840579711
0.8007246376811594,0.7862318840579711
0.8152173913043478,0.7934782608695652
0.782608695652174,0.7934782608695652
0.8115942028985508,0.8115942028985508
0.7862318840579711,0.8007246376811594
0.8260869565217391,0.7862318840579711
0.8115942028985508,0.8115942028985508
0.822463768115942,0.8007246376811594
0.7898550724637681,0.782608695652174
0.7717391304347826,0.7608695652173914
0.8152173913043478,0.7898550724637681
0.7681159420289855,0.7572463768115942
0.7789855072463768,0.8079710144927537
0.8405797101449275,0.8152173913043478
0.8079710144927537,0.782608695652174
0.8079710144927537,0.8115942028985508
0.8043478260869565,0.8007246376811594
0.8079710144927537,0.7753623188405797
